Transaction_ID,Customer_ID,Product_ID,City,Category,Quantity,Price,Payment_Method,Date,Total_Amount
1241,2040,3004,Salem,Clothing,9,1208.63,Credit Card,2025-05-03,10877.67
1242,2424,3047,Trichy,Clothing,3,2128.65,UPI,2025-07-12,6385.95
1243,2010,3031,Coimbatore,Groceries,3,3083.97,UPI,2025-01-29,9251.91
1244,2473,3018,Coimbatore,Furniture,6,1067.96,Credit Card,2025-09-05,6407.76
1245,2200,3009,Madurai,Furniture,1,2024.07,UPI,2025-08-13,2024.07
1246,2466,3032,Trichy,Groceries,4,3662.28,Credit Card,2025-12-14,14649.12
1247,2125,3033,Trichy,Clothing,4,3190.2,Debit Card,2025-07-17,12760.8
1248,2265,3033,Coimbatore,Books,7,1489.38,Cash,2025-07-18,10425.66
1249,2263,3027,Madurai,Groceries,10,4507.6,UPI,2025-04-02,45076
1250,2391,3008,Chennai,Clothing,6,4096.65,Debit Card,2025-02-17,24579.9
1251,2186,3021,Madurai,Furniture,5,3996.21,Credit Card,2025-12-18,19981.05
1252,2061,3049,Coimbatore,Books,4,2457.91,Cash,2025-03-15,9831.64
1253,2252,3035,Chennai,Furniture,3,4805.27,Cash,2025-07-16,14415.81
1254,2458,3028,Madurai,Clothing,3,126.16,Credit Card,2025-10-07,378.48
1255,2152,3018,Madurai,Clothing,4,651.12,Debit Card,2025-04-09,2604.48
1256,2319,3024,Coimbatore,Groceries,5,3613.52,Credit Card,2025-11-16,18067.6
1257,2054,3032,Salem,Clothing,10,404.48,Cash,2025-06-11,4044.8
1258,2407,3037,Coimbatore,Electronics,3,2387.85,Debit Card,2025-06-24,7163.55
1259,2026,3004,Chennai,Furniture,3,3053.77,Debit Card,2025-12-12,9161.31
1260,2235,3032,Salem,Clothing,6,2265.31,Debit Card,2025-05-27,13591.86
1261,2289,3040,Coimbatore,Clothing,10,2762.27,Debit Card,2025-11-12,27622.7
1262,2185,3016,Trichy,Furniture,8,3030.63,UPI,2025-03-13,24245.04
1263,2253,3030,Chennai,Groceries,5,4552.48,Credit Card,2025-09-17,22762.4
1264,2413,3004,Madurai,Groceries,10,2962.84,Cash,2025-09-14,29628.4
1265,2115,3010,Coimbatore,Furniture,5,860.98,Debit Card,2025-02-08,4304.9
1266,2010,3045,Madurai,Electronics,3,4623.3,Cash,2025-02-11,13869.9
1267,2309,3025,Chennai,Furniture,5,2753.63,Debit Card,2025-07-28,13768.15
1268,2054,3048,Coimbatore,Electronics,2,2704.67,Credit Card,2025-09-24,5409.34
1269,2205,3019,Salem,Clothing,4,3489.87,Cash,2025-09-03,13959.48
1270,2363,3039,Madurai,Electronics,6,2102.18,Debit Card,2025-05-27,12613.08
1271,2267,3025,Coimbatore,Clothing,3,1732.29,Cash,2025-12-19,5196.87
1272,2025,3024,Madurai,Clothing,5,3613.36,UPI,2025-07-13,18066.8
1273,2052,3038,Coimbatore,Furniture,7,370.2,Cash,2025-09-28,2591.4
1274,2282,3019,Coimbatore,Clothing,7,4028.34,UPI,2025-12-09,28198.38
1275,2391,3035,Madurai,Furniture,10,1467.39,UPI,2025-03-09,14673.9
1276,2409,3040,Chennai,Furniture,9,790.1,Debit Card,2025-10-07,7110.9
1277,2215,3050,Coimbatore,Furniture,7,3367.55,Credit Card,2025-08-14,23572.85
1278,2346,3014,Chennai,Clothing,3,231.69,Credit Card,2025-09-18,695.07
1279,2160,3050,Chennai,Groceries,6,4237.73,UPI,2025-04-13,25426.38
1280,2468,3042,Coimbatore,Books,3,2883.68,Credit Card,2025-02-10,8651.04
1281,2408,3047,Trichy,Groceries,3,942.1,Cash,2025-03-03,2826.3
1282,2057,3012,Trichy,Groceries,2,384.15,Debit Card,2025-08-29,768.3
1283,2457,3019,Trichy,Clothing,4,3708.7,Cash,2025-11-29,14834.8
1284,2105,3012,Chennai,Electronics,10,4021.19,Credit Card,2025-03-09,40211.9
1285,2357,3047,Coimbatore,Furniture,5,3099.25,Cash,2025-10-12,15496.25
1286,2279,3044,Trichy,Clothing,3,4963.08,Cash,2025-02-03,14889.24
1287,2270,3006,Chennai,Furniture,4,4046.74,UPI,2025-10-19,16186.96
1288,2366,3044,Madurai,Groceries,6,2862.39,Debit Card,2025-09-28,17174.34
1289,2134,3002,Coimbatore,Groceries,4,2394.21,Cash,2025-09-18,9576.84
1290,2347,3043,Madurai,Books,6,2656.83,UPI,2025-06-18,15940.98
1291,2129,3019,Madurai,Clothing,10,4981.69,UPI,2025-07-07,49816.9
1292,2218,3046,Madurai,Electronics,4,3513.46,Credit Card,2025-03-13,14053.84
1293,2106,3012,Trichy,Furniture,8,2766.36,UPI,2025-08-06,22130.88
1294,2369,3050,Trichy,Electronics,9,3985.59,Debit Card,2025-03-12,35870.31
1295,2186,3018,Madurai,Clothing,5,4429.17,Debit Card,2025-11-24,22145.85
1296,2337,3029,Chennai,Electronics,3,1339.85,Debit Card,2025-05-07,4019.55
1297,2285,3049,Salem,Electronics,3,862.86,Credit Card,2025-12-04,2588.58
1298,2026,3024,Madurai,Books,5,3694.04,Cash,2025-02-17,18470.2
1299,2027,3021,Salem,Groceries,10,3783.36,Cash,2025-08-27,37833.6
1300,2469,3041,Chennai,Electronics,5,4195.66,Debit Card,2025-06-07,20978.3
1301,2007,3019,Chennai,Electronics,6,2081.39,Debit Card,2025-12-02,12488.34
1302,2444,3035,Chennai,Clothing,7,4974.74,Credit Card,2025-11-21,34823.18
1303,2245,3050,Trichy,Clothing,5,2902.73,Debit Card,2025-05-20,14513.65
1304,2154,3017,Chennai,Electronics,4,4411.25,Credit Card,2025-10-10,17645
1305,2041,3027,Coimbatore,Groceries,1,1908.83,Credit Card,2025-12-18,1908.83
1306,2212,3011,Madurai,Groceries,4,3600.5,Cash,2025-08-21,14402
1307,2390,3032,Trichy,Clothing,10,1237.66,Cash,2025-10-26,12376.6
1308,2498,3040,Salem,Groceries,9,3804.1,Debit Card,2025-05-29,34236.9
1309,2222,3015,Chennai,Groceries,3,2854.52,Debit Card,2025-05-23,8563.56
1310,2159,3015,Salem,Books,9,4060.88,UPI,2025-10-21,36547.92
1311,2349,3023,Chennai,Furniture,10,918.15,Debit Card,2025-03-16,9181.5
1312,2145,3008,Madurai,Electronics,1,511.83,Credit Card,2025-09-13,511.83
1313,2448,3026,Trichy,Furniture,5,1274.68,Cash,2025-10-13,6373.4
1314,2421,3049,Trichy,Furniture,4,4409.58,Debit Card,2025-04-12,17638.32
1315,2057,3039,Coimbatore,Groceries,9,2841.85,UPI,2025-10-11,25576.65
1316,2148,3044,Salem,Electronics,7,1225.87,Credit Card,2025-04-03,8581.09
1317,2163,3018,Coimbatore,Groceries,6,2877.91,Cash,2025-07-21,17267.46
1318,2473,3038,Madurai,Furniture,3,3274.19,Cash,2025-07-12,9822.57
1319,2238,3050,Salem,Clothing,9,454.35,Cash,2025-04-06,4089.15
1320,2161,3020,Coimbatore,Books,6,917.94,Credit Card,2025-05-06,5507.64
1321,2066,3050,Trichy,Furniture,9,558.65,Cash,2025-04-03,5027.85
1322,2004,3022,Coimbatore,Furniture,3,4784.73,Debit Card,2025-01-01,14354.19
1323,2330,3046,Trichy,Books,10,450.64,Cash,2025-11-01,4506.4
1324,2225,3014,Salem,Clothing,1,1457.77,Credit Card,2025-09-26,1457.77
1325,2389,3032,Chennai,Books,4,4417.47,Cash,2025-10-15,17669.88
